age,income,credit_score,website_visits,email_opens,property_views,contact_attempts,time_on_site_minutes,inquiry_submitted,financing_pre_approved,budget_disclosed,location_preference_set,lead_score
35,320111,485,22,17,10,3,55,0,0,0,1,Low
24,432964,573,25,12,7,5,51,0,0,1,1,Medium
63,53424,651,12,7,6,2,22,0,0,0,1,Low
59,447130,712,22,18,18,3,54,0,0,1,1,Medium
66,256675,450,21,8,6,3,29,0,1,1,0,Medium
63,400555,683,39,12,8,6,49,0,0,1,1,Medium
39,239550,335,11,10,5,1,26,0,0,0,0,Low
41,442707,625,30,16,10,0,40,0,0,1,0,Low
69,210526,764,18,10,8,4,34,1,0,1,1,Medium
46,362213,765,23,15,14,3,45,0,1,1,1,High
59,212997,394,19,8,4,2,19,0,0,1,0,Low
34,381263,433,9,8,4,4,29,0,1,1,1,Medium
25,67049,461,9,4,5,3,15,0,0,1,1,Low
35,319965,599,16,7,9,3,43,0,0,1,1,Low
54,387941,655,25,21,11,4,40,0,1,1,1,Medium
49,191017,539,15,9,8,6,30,1,0,1,1,Medium
58,440600,466,22,17,11,3,43,0,0,1,1,Medium
29,451626,439,32,6,7,2,41,0,1,1,0,Medium
65,107734,438,9,6,4,6,20,0,1,0,0,Low
55,486982,534,12,19,13,1,33,0,0,1,1,Low
65,255962,302,6,7,5,1,24,0,0,0,0,Low
26,430385,555,32,9,8,6,47,1,0,0,0,Medium
26,463345,670,31,19,14,5,61,0,0,0,0,Medium
52,389589,577,27,13,9,2,55,1,1,1,1,Medium
66,33830,815,15,11,4,4,24,0,1,1,0,Medium
30,479522,511,22,27,13,3,37,1,0,1,1,Medium
63,379084,515,20,9,10,4,43,1,1,1,0,Medium
53,226339,569,17,14,14,3,33,0,0,0,0,Low
54,188829,775,22,9,6,4,40,0,1,0,1,Medium
24,93867,827,19,5,9,0,39,0,1,0,1,Medium
51,458866,363,18,12,7,5,33,1,0,0,1,Medium
33,194838,759,20,11,16,3,25,0,1,1,1,Medium
50,324563,315,14,6,11,1,24,0,1,0,0,Low
24,308812,318,15,15,13,2,36,0,1,0,1,Medium
47,439462,624,21,13,10,5,52,1,1,0,1,Medium
51,54996,392,10,6,1,1,20,0,0,0,1,Low
30,343456,316,20,8,5,3,39,0,0,0,0,Low
47,164137,787,14,16,12,3,46,0,0,0,0,Medium
23,302611,393,11,13,10,4,28,0,0,0,0,Low
24,473862,309,14,21,10,2,33,0,1,1,1,Medium
67,271452,827,31,19,9,4,38,1,1,0,0,High
25,182079,788,32,15,13,3,42,1,0,1,1,Medium
46,229151,443,11,10,8,2,18,0,1,0,0,Medium
34,320846,814,24,22,11,4,44,1,1,1,0,High
60,124369,769,18,15,9,4,37,0,1,0,1,Medium
65,105569,676,6,5,6,1,28,1,1,1,1,Medium
56,346096,793,26,10,13,4,46,1,1,0,1,High
44,481281,783,30,14,10,4,60,0,0,0,0,Medium
30,64169,751,17,10,6,4,22,1,0,0,1,Medium
23,46829,835,17,9,7,0,29,1,1,0,1,Medium
62,483351,374,16,12,8,1,37,1,0,0,0,Medium
65,34522,339,6,5,4,1,13,0,0,0,1,Low
52,377831,601,20,11,10,3,47,1,1,0,0,Medium
65,458535,361,23,21,11,3,40,0,0,0,1,Medium
68,412478,802,25,23,16,5,55,1,0,0,1,High
23,449759,544,27,22,15,2,48,1,1,1,0,Medium
53,148576,317,10,8,5,1,14,0,0,0,1,Low
39,409563,697,26,17,8,6,43,1,1,0,0,Medium
34,191545,488,13,3,5,5,34,0,1,0,1,Low
67,299843,403,19,14,9,4,28,0,0,0,0,Low
26,98165,643,19,8,11,4,34,0,1,1,1,Low
63,463671,670,34,13,11,4,58,0,0,1,1,Medium
65,105692,332,9,10,6,0,20,1,0,1,1,Medium
31,47441,673,15,10,4,1,19,0,1,1,1,Medium
64,60716,477,13,5,4,3,15,0,1,0,1,Low
46,92175,311,8,3,9,2,15,0,0,0,0,Low
55,36834,755,12,7,9,1,37,1,0,0,0,Low
58,291609,548,16,8,11,3,31,0,0,0,0,Low
51,48179,747,13,11,8,1,38,0,0,1,0,Low
28,318363,303,17,12,7,2,25,0,1,1,0,Medium
27,133153,535,17,8,6,1,24,0,1,1,1,Medium
24,176854,472,15,14,5,1,34,1,1,0,0,Medium
34,283975,621,26,13,13,5,33,0,1,1,1,Medium
24,104967,670,15,6,8,6,33,0,0,0,0,Low
47,394598,847,34,21,13,2,62,0,1,0,1,High
45,39496,595,10,5,6,1,15,1,0,1,0,Low
27,249939,699,19,8,11,0,36,0,0,0,0,Medium
64,200310,357,10,11,10,3,15,0,1,0,1,Medium
63,76025,829,16,11,15,1,33,0,1,0,1,Medium
33,290281,847,27,13,17,2,60,1,0,1,1,High
57,352030,707,18,21,13,5,51,1,1,0,1,Medium
23,446779,812,39,17,16,2,60,1,1,0,1,High
32,295856,363,21,9,5,4,44,1,0,0,1,Medium
60,386211,719,27,19,17,1,37,1,1,1,1,High
55,337633,445,17,11,7,1,38,0,1,0,0,Low
47,62664,571,11,3,8,2,29,1,1,1,1,Medium
39,271871,316,12,8,11,1,32,1,0,1,1,Medium
42,173492,397,14,15,9,0,33,0,1,1,1,Medium
57,477826,751,31,15,11,5,58,1,1,1,0,High
61,297459,542,14,9,7,3,35,0,0,1,1,Medium
67,494133,778,21,18,13,4,67,1,1,1,1,High
65,367177,500,13,16,4,2,43,1,1,1,1,High
43,255648,772,16,13,8,5,46,0,1,0,1,Medium
51,147862,478,14,10,4,4,25,1,1,1,1,Medium
64,109030,807,20,10,8,7,35,1,1,1,1,High
51,93910,752,14,15,5,0,32,0,0,0,1,Medium
29,258360,569,12,10,12,0,38,1,1,1,1,High
55,484188,533,23,15,11,6,48,0,1,0,1,Medium
68,413219,785,35,17,13,5,50,1,0,0,1,Medium
30,251965,637,21,12,8,2,39,1,0,0,1,Medium
41,348063,747,29,18,13,1,49,1,0,1,0,Medium
61,242360,656,20,17,10,3,36,1,1,0,0,Medium
46,427348,348,12,10,6,7,42,0,0,0,0,Low
40,419297,795,25,16,8,3,41,1,0,0,1,High
26,71598,645,13,9,6,6,29,1,0,0,0,Low
32,443767,592,26,11,12,2,42,0,0,1,0,Medium
36,360350,449,19,18,6,1,37,0,1,1,1,Medium
29,367044,844,27,12,10,3,44,0,1,0,1,Medium
40,56296,559,6,12,5,1,25,1,1,0,1,Medium
44,179138,621,15,12,5,3,36,0,1,0,1,Medium
48,189964,376,14,6,6,0,23,1,0,1,0,Low
61,105577,409,8,9,5,2,21,1,0,0,1,Low
53,235662,846,25,14,13,2,50,0,1,1,0,High
47,107173,722,14,12,6,2,34,0,0,1,1,Low
48,499509,693,19,28,12,3,45,0,0,1,1,Medium
40,94771,534,11,8,5,2,30,0,0,1,0,Low
63,450700,629,31,24,11,4,59,1,1,1,0,High
50,370009,624,31,15,13,5,31,1,1,0,1,High
60,129074,450,15,10,7,0,28,1,1,0,1,Medium
62,450331,845,35,16,7,3,76,1,0,1,0,High
54,187110,331,11,8,8,1,27,1,1,0,0,Medium
40,66622,571,15,10,6,5,33,0,0,0,0,Low
58,328030,667,25,17,7,3,51,0,1,1,1,Medium
40,474500,791,27,15,14,4,60,1,0,0,0,Medium
54,170973,615,22,13,9,3,36,0,1,0,1,Low
68,348521,667,21,13,18,7,35,0,0,1,0,Medium
37,112910,379,5,8,4,2,26,1,0,1,0,Low
44,210934,471,16,5,7,1,33,0,1,1,1,Medium
28,411136,557,24,15,14,8,40,1,1,0,0,Medium
47,193878,578,17,8,5,2,37,0,1,0,1,Medium
53,178731,803,25,14,11,2,41,0,1,0,0,Medium
33,184525,790,15,16,11,3,30,1,1,0,0,Medium
29,453714,636,33,17,12,9,63,0,0,0,0,Low
26,493609,820,25,22,16,5,56,1,0,1,1,High
63,308456,625,21,17,12,2,61,1,0,0,1,Medium
49,293580,471,19,13,11,4,31,0,1,0,1,Medium
26,319713,383,10,12,8,3,29,1,1,0,1,Medium
47,482029,823,29,21,18,5,46,0,1,0,0,High
26,146787,780,15,8,13,3,39,1,0,0,1,Medium
43,120485,843,15,10,7,3,41,0,1,1,1,Medium
36,496445,717,27,23,18,3,56,1,1,0,1,Medium
34,207058,638,26,9,10,2,31,0,1,1,1,Medium
49,394699,619,18,20,14,4,40,0,1,0,1,Medium
54,214249,603,18,14,9,6,31,0,1,0,0,Medium
64,432521,571,21,15,12,1,51,1,1,0,1,Medium
44,62646,413,11,5,4,4,35,0,0,0,0,Low
54,106126,706,15,8,8,3,35,1,0,1,1,Medium
64,147922,325,4,10,7,1,17,0,0,0,1,Low
39,285217,536,20,12,8,3,35,0,1,1,1,Medium
51,332574,609,18,17,11,4,48,0,1,0,1,Medium
47,414382,532,27,21,13,2,47,1,1,1,1,High
37,98659,848,14,8,7,5,33,0,0,1,0,Low
34,145341,564,10,14,5,2,27,0,0,0,0,Low
60,34158,312,4,6,2,0,20,0,0,1,0,Low
54,104236,795,17,10,6,2,37,1,1,1,0,High
47,106067,615,18,10,8,3,29,1,0,0,0,Low
69,188810,683,20,5,10,3,31,0,1,1,1,Medium
22,39879,615,11,7,7,1,28,0,1,1,1,Low
59,166615,555,14,17,3,3,34,0,1,0,0,Low
23,142284,740,12,14,5,3,32,1,1,0,0,Medium
27,208996,414,17,6,6,2,25,1,0,0,0,Low
67,465564,598,27,13,16,4,50,0,0,0,1,Medium
59,376261,423,18,11,10,2,44,0,0,0,0,Low
63,459895,555,14,12,11,5,34,1,0,1,1,Medium
45,240190,346,14,9,4,4,27,0,0,1,0,Low
39,73888,762,19,10,9,1,27,0,1,0,0,Medium
48,322420,649,16,12,9,5,40,1,0,1,0,Medium
62,34799,422,10,3,0,2,12,0,0,0,1,Low
29,254842,330,16,8,7,2,34,0,0,0,0,Low
49,404673,354,19,14,7,6,36,1,0,0,0,Medium
31,416857,452,16,10,13,7,44,0,0,1,0,Medium
38,120141,755,21,6,6,1,43,1,1,1,1,Medium
50,483774,585,21,14,8,5,46,0,0,0,1,Medium
27,407157,335,12,14,7,5,44,1,1,0,0,Medium
35,459750,555,21,15,14,4,45,1,0,0,1,Medium
43,323812,477,18,12,10,4,39,0,1,0,1,Medium
27,165183,847,19,10,7,2,54,0,0,0,1,Medium
47,447902,553,22,14,11,4,52,0,0,1,0,Low
60,233623,807,20,12,7,3,33,1,0,1,1,High
33,364536,320,16,11,7,3,30,1,0,0,1,Medium
56,46490,374,11,2,1,3,16,1,1,1,0,Medium
35,458410,759,18,11,16,4,46,0,1,1,0,Medium
43,437713,477,20,14,10,6,43,0,0,1,1,Medium
44,280138,681,18,13,10,1,36,1,1,0,1,Medium
69,476732,336,19,6,13,3,41,1,0,0,1,Medium
28,147219,419,19,7,6,2,20,0,0,0,1,Low
61,74104,300,5,9,3,1,8,0,1,0,0,Low
46,35316,610,15,9,7,1,23,0,0,0,0,Low
34,68130,507,8,6,7,2,20,1,0,0,1,Low
42,493445,453,27,15,14,4,47,0,1,1,1,Medium
62,399438,614,26,19,9,1,51,0,0,0,1,Medium
31,322098,606,24,17,12,5,40,1,1,0,0,Medium
30,405581,803,27,15,10,11,53,0,1,1,0,High
36,444868,819,27,21,12,6,66,1,1,0,0,High
23,175250,396,12,7,9,4,26,0,0,0,0,Low
46,212235,789,18,16,9,5,42,1,0,1,0,Medium
34,437967,306,19,12,11,2,53,1,1,0,1,Medium
55,489177,311,22,17,14,1,41,1,0,0,0,Medium
55,426260,813,32,19,13,4,54,1,0,0,1,High
56,93165,648,13,11,7,2,17,0,0,0,0,Low
59,434696,306,12,18,13,6,34,1,0,0,1,Medium
24,226511,799,27,17,12,5,42,0,1,0,0,Medium
63,467090,774,28,18,9,3,48,1,1,1,1,High
27,265605,823,22,21,13,3,45,0,1,1,0,High
69,96775,356,5,3,2,2,15,1,1,0,1,Low
40,429782,532,26,9,10,1,54,0,0,1,1,Medium
24,377455,329,14,15,8,1,38,0,0,1,0,Low
39,83149,666,18,11,8,2,26,0,1,0,1,Medium
60,426222,355,16,14,14,1,33,1,1,0,0,Medium
30,364705,309,15,7,4,3,31,1,1,0,1,Medium
33,442639,446,25,11,12,1,49,0,0,1,1,Medium
26,120710,663,15,4,5,6,31,0,1,0,1,Medium
24,122199,552,9,10,4,3,31,1,0,0,1,Low
32,195024,552,13,7,7,3,27,1,1,0,0,Medium
51,57326,742,9,15,11,2,40,1,1,0,1,Medium
25,409416,639,24,16,15,1,50,1,0,0,1,Medium
26,61139,815,14,8,8,4,26,0,1,0,1,Medium
22,223175,652,18,18,10,5,38,1,1,0,1,Medium
48,221929,622,18,9,13,2,36,0,1,0,1,Medium
49,365782,439,15,14,10,0,42,0,0,0,0,Low
50,364796,744,24,11,16,6,51,0,1,1,0,Medium
39,42937,394,4,5,2,3,16,0,0,0,0,Low
33,288006,719,22,15,12,4,42,0,1,0,0,Medium
34,322305,813,23,11,12,3,37,1,1,1,0,High
62,427599,449,20,16,13,5,51,0,1,1,0,Medium
23,378000,650,22,12,11,1,54,0,0,0,1,Medium
58,362187,415,24,10,7,1,35,1,0,0,1,Medium
66,175807,536,15,5,13,5,24,1,0,1,1,Medium
37,89919,569,7,6,7,0,24,0,0,0,1,Low
69,374199,590,17,17,9,4,36,0,0,0,0,Low
45,490777,733,25,25,9,0,54,0,1,1,0,Medium
56,377599,308,14,7,8,2,36,0,0,0,1,Medium
43,460838,774,25,14,16,7,48,0,0,1,1,Medium
57,330279,821,20,17,12,5,46,1,0,0,1,Medium
32,196730,836,21,9,10,1,38,1,1,1,1,High
67,376821,310,17,8,2,2,29,0,1,1,1,Medium
50,321840,626,21,16,11,4,45,1,1,1,1,Medium
56,164845,575,17,5,4,2,30,0,0,1,1,Low
69,54956,669,10,6,7,3,33,0,1,1,1,Low
36,307963,789,30,17,12,6,42,0,0,0,1,Medium
52,293672,644,21,11,12,3,33,0,1,0,1,Medium
63,419925,667,29,15,12,8,57,0,1,1,1,High
62,116491,610,16,10,7,4,34,0,1,0,0,Low
64,74588,784,19,14,9,2,28,0,0,0,1,Low
37,231657,314,11,7,5,1,34,0,1,1,1,Medium
31,129152,303,4,4,3,2,12,1,1,0,0,Low
53,157872,675,13,11,5,3,28,0,0,0,1,Low
23,443727,668,22,10,15,6,50,0,0,0,0,Medium
45,302263,764,24,18,13,7,44,1,0,1,0,Medium
44,368037,832,20,14,16,4,35,0,1,0,1,High
23,46167,436,12,7,6,0,19,1,0,1,0,Low
59,217575,662,25,15,13,4,38,0,1,0,1,Medium
52,140782,515,10,8,5,3,32,0,0,0,1,Low
61,160775,667,23,12,8,2,30,0,0,0,0,Low
47,64889,416,6,8,4,3,16,1,0,0,0,Low
50,337822,478,20,17,14,0,43,0,0,0,1,Medium
24,256406,545,20,15,5,2,34,0,1,1,1,Medium
35,90262,427,10,8,3,2,17,1,1,0,1,Low
46,165753,657,20,12,13,3,27,1,0,1,0,Medium
69,110291,377,10,9,1,1,21,0,0,0,1,Low
22,96008,592,13,9,4,2,23,0,1,1,0,Low
24,277547,381,19,12,7,2,31,1,1,1,1,Medium
47,259489,641,20,10,8,4,29,0,0,0,1,Medium
39,436906,637,25,18,16,4,40,0,1,0,1,Medium
30,318056,395,15,9,12,2,35,0,1,0,1,Medium
59,298617,444,10,13,9,3,33,1,1,0,1,Medium
44,202370,820,19,11,11,2,44,0,1,0,1,Medium
42,441885,696,25,20,13,0,44,1,0,0,1,Medium
22,391644,656,18,8,12,4,41,1,1,0,1,High
42,444159,485,20,14,16,5,50,1,0,0,1,Medium
48,330929,842,29,16,15,4,62,0,1,0,0,Medium
63,130956,450,13,6,5,0,21,0,0,1,1,Low
27,224499,618,19,11,12,0,38,1,1,0,1,Medium
65,223073,358,15,9,5,1,26,1,0,0,1,Medium
57,222796,309,12,11,7,4,17,0,0,0,1,Medium
49,411150,423,27,13,10,5,36,0,0,1,0,Low
66,302976,655,18,5,10,2,59,0,0,0,1,Medium
38,428601,645,14,22,14,4,41,0,0,0,0,Medium
61,175780,536,19,11,4,1,43,0,0,1,1,Low
24,481816,632,17,20,8,6,52,1,1,0,0,Medium
33,446654,316,19,14,5,1,38,0,0,0,1,Low
60,374891,723,28,10,13,5,52,0,0,0,1,Medium
33,372251,623,16,11,13,4,43,1,1,0,1,Medium
23,221134,322,8,5,3,4,18,0,1,0,0,Low
67,357572,758,25,15,6,2,53,0,1,0,0,Medium
43,378987,759,19,12,13,5,43,0,0,1,1,Medium
44,41002,820,17,9,14,1,45,0,1,1,0,Medium
51,459369,720,20,16,12,2,51,1,1,1,0,High
26,445656,702,41,16,9,2,44,0,0,1,1,Medium
30,359645,630,27,13,15,8,53,0,1,0,0,Medium
42,62556,756,8,10,6,3,32,0,1,0,0,Low
32,97963,782,26,8,13,7,32,1,1,0,1,Medium
26,251746,797,19,11,10,6,48,0,0,0,1,Medium
56,36563,326,6,4,3,1,13,0,0,1,0,Low
48,240995,696,17,9,10,3,43,1,1,1,1,Medium
23,297984,487,14,9,6,2,36,0,0,0,1,Low
45,45154,439,5,4,6,2,19,0,1,0,0,Low
52,54194,820,17,11,7,1,23,1,1,0,1,Medium
54,226092,391,16,7,5,1,25,0,0,0,0,Low
60,207933,376,14,14,7,4,26,0,1,0,0,Low
51,183520,543,22,8,9,0,23,0,1,0,1,Medium
67,315672,387,16,9,12,2,29,0,1,0,0,Medium
58,452618,593,26,22,13,6,38,0,0,0,1,Medium
49,296496,394,11,11,3,1,32,0,1,0,1,Low
52,292328,552,18,9,9,4,43,0,0,1,0,Medium
32,433600,698,22,17,9,3,42,1,1,0,1,High
44,306463,353,11,10,4,1,30,0,0,1,0,Low
23,150497,542,15,14,3,2,30,1,1,0,0,Medium
61,181521,409,10,7,2,2,23,0,0,0,1,Low
62,348477,520,22,16,10,5,53,1,1,0,0,Medium
48,333349,461,15,10,10,4,27,0,0,1,0,Medium
56,40426,334,6,5,3,2,8,1,1,0,1,Low
23,299648,336,17,5,2,0,32,0,0,1,1,Low
60,479794,669,32,22,20,6,45,0,1,1,1,High
58,219281,476,13,8,6,2,32,0,1,0,1,Medium
42,146775,820,22,18,13,2,31,1,0,0,1,Medium
26,63368,574,9,9,7,4,30,1,0,0,0,Low
66,272625,404,20,10,7,4,40,1,1,0,1,Medium
42,133841,455,8,4,8,3,23,0,0,1,0,Low
50,475401,635,25,9,18,4,45,0,1,0,1,Medium
41,408888,325,21,12,8,1,38,0,0,0,1,Low
59,241293,595,19,13,9,2,34,1,0,1,1,Medium
41,286083,836,28,12,12,4,47,0,0,0,1,Medium
46,38724,654,18,12,3,1,28,0,0,0,1,Low
23,428300,368,20,13,8,0,40,1,0,1,0,Medium
53,195882,626,13,11,8,5,30,1,1,1,1,Medium
47,374441,450,27,10,8,0,31,0,1,0,0,Low
27,417243,619,25,14,10,5,59,1,1,1,1,Medium
62,108872,751,19,16,9,1,30,0,1,0,0,Medium
24,444088,411,15,11,15,4,36,1,0,1,1,Medium
54,100333,761,12,6,11,5,41,0,0,1,1,Medium
22,229915,661,17,13,9,2,40,1,1,1,1,Medium
26,259176,502,10,15,9,2,28,0,1,0,0,Low
34,32596,786,14,7,7,5,22,0,1,0,0,Medium
40,309311,779,26,16,11,1,49,1,0,0,1,Medium
33,117844,303,6,4,6,1,28,0,0,1,1,Low
69,278139,428,17,7,6,3,26,0,1,0,0,Low
46,119751,325,9,4,3,3,20,0,0,0,0,Low
56,159817,326,13,6,4,0,26,0,0,0,1,Low
33,110520,341,13,8,4,0,18,0,0,0,0,Low
51,88326,363,8,13,6,0,15,0,0,0,1,Low
26,107670,324,9,6,4,2,15,1,0,1,1,Low
55,171854,371,9,11,8,4,24,1,0,0,1,Low
43,203074,781,13,17,11,2,37,0,1,1,1,High
60,248259,567,9,15,4,3,35,0,0,0,0,Low
34,54022,394,8,4,7,1,20,0,1,1,0,Low
68,114458,694,14,13,12,4,34,0,1,0,0,Medium
24,437834,663,35,17,22,3,39,0,0,0,0,Medium
41,178317,614,16,15,4,1,32,0,1,0,1,Medium
52,113796,416,9,3,5,3,19,0,1,0,1,Low
26,433243,463,27,15,7,1,49,0,1,1,0,Medium
45,437202,605,27,18,11,5,48,0,1,0,0,Medium
61,140704,499,18,9,8,1,32,1,1,0,1,Medium
54,426742,479,17,21,12,3,41,0,1,0,0,Medium
29,252869,657,19,9,9,2,28,1,1,0,0,Medium
45,336505,551,25,13,9,3,47,0,1,0,1,Medium
41,490374,598,28,14,7,3,50,1,1,0,0,Medium
37,330430,729,32,10,9,3,37,1,1,1,0,Medium
33,59533,303,7,4,3,1,7,0,1,0,0,Low
34,262033,553,19,8,9,3,41,0,1,0,0,Medium
66,179388,395,12,4,0,1,21,0,0,0,1,Low
63,169771,466,7,7,7,3,25,1,0,1,1,Medium
60,240563,630,16,13,8,1,32,1,0,0,1,Medium
46,157441,361,12,13,5,0,24,0,0,0,0,Low
67,389223,473,20,17,7,4,51,1,0,0,0,Medium
53,130960,552,14,12,6,1,32,1,1,1,0,Medium
45,88465,760,15,15,3,2,41,1,0,0,1,Medium
69,177745,514,9,8,5,3,27,1,0,0,1,Medium
68,315539,538,19,11,10,4,36,0,0,0,0,Low
65,134162,714,17,11,4,2,51,0,1,0,1,Medium
30,160704,425,9,8,4,3,27,0,1,0,0,Low
61,184779,552,13,9,8,3,35,1,0,0,1,Low
44,105937,496,8,9,8,1,36,0,0,1,0,Low
34,159647,712,16,7,12,1,36,1,1,1,0,Medium
53,150650,755,21,13,11,5,30,1,0,1,1,Medium
36,422888,353,20,13,9,3,35,1,1,0,1,Medium
57,247804,638,18,12,8,3,28,1,0,0,1,Medium
26,217488,658,17,11,9,3,29,1,0,1,0,Medium
43,383656,450,21,16,14,3,33,1,1,0,1,Medium
37,169830,399,15,6,2,2,22,1,0,1,0,Medium
62,97009,533,10,11,9,2,32,0,0,0,1,Low
31,436497,843,35,14,17,8,61,0,0,0,1,Medium
45,289188,361,10,8,9,0,38,1,0,0,1,Medium
39,275340,495,19,13,6,1,34,1,1,0,0,Medium
39,62548,841,21,6,10,3,35,0,0,0,1,Low
28,48371,405,3,5,7,2,18,0,1,0,1,Low
25,398121,594,29,14,14,2,47,0,1,0,0,Medium
47,180716,750,21,13,10,3,35,1,1,1,1,Medium
26,254731,833,20,19,10,0,58,0,1,1,1,High
37,184946,455,14,6,12,2,28,0,0,0,1,Low
56,44281,705,15,3,6,3,31,1,1,0,1,Low
47,492003,674,29,14,25,2,53,0,1,1,1,Medium
39,445505,754,24,20,16,5,54,0,0,0,1,Medium
50,281060,501,16,8,7,3,42,0,1,0,0,Medium
44,428270,751,31,15,12,5,41,1,0,0,0,Medium
35,130020,486,12,10,7,2,22,1,0,0,0,Low
36,137508,667,27,13,8,4,26,0,1,0,1,Medium
54,96846,639,9,13,7,1,26,0,1,0,1,Medium
46,386826,561,20,8,7,2,36,0,0,0,1,Low
42,472985,842,31,22,18,5,75,1,0,0,1,High
38,321456,605,22,11,6,5,37,0,1,1,1,Medium
44,406330,464,13,13,9,3,55,1,1,1,0,Medium
64,296401,387,22,6,8,2,31,0,1,0,1,Medium
38,439062,499,17,11,13,4,40,1,1,1,1,Medium
35,445699,570,20,14,16,2,55,0,1,0,1,Medium
50,56558,350,5,6,4,3,18,0,0,0,1,Low
41,73188,788,16,3,4,4,26,0,0,0,0,Low
51,174084,497,6,11,10,3,33,1,0,1,0,Low
40,63236,322,7,3,2,0,17,1,0,1,1,Low
60,75076,522,10,6,7,2,15,1,0,0,1,Low
34,340546,520,14,13,9,2,36,0,1,0,1,Medium
39,386611,565,15,15,5,3,50,1,1,1,0,Medium
44,193148,372,14,5,6,2,26,1,0,1,0,Medium
67,110337,376,6,11,1,0,27,0,0,0,0,Low
54,145827,843,18,8,10,2,40,1,0,0,1,Medium
60,498380,734,32,16,12,6,58,0,1,1,1,Medium
61,104264,364,11,7,2,2,14,0,0,1,0,Low
39,309479,656,14,17,12,4,46,0,0,1,0,Medium
30,283772,317,17,8,4,2,29,1,0,0,1,Medium
54,73773,735,18,4,8,2,32,0,1,0,1,Low
53,213230,740,16,14,13,5,33,0,0,0,1,Medium
38,320714,308,19,7,9,1,29,0,1,1,1,Medium
40,117995,769,23,18,4,1,32,0,1,0,0,Medium
48,70658,647,16,4,9,5,44,0,1,1,1,Low
27,482400,671,23,15,10,5,57,1,0,0,1,Medium
56,412784,474,17,18,8,3,43,0,1,0,1,Medium
58,364757,814,25,17,10,5,56,1,1,1,0,High
55,350338,429,20,20,12,1,29,1,0,0,0,Medium
41,228579,592,12,11,7,2,28,1,1,1,0,Medium
46,404016,652,31,21,14,4,49,1,0,1,0,Medium
25,457175,523,20,17,14,10,46,0,0,0,0,Low
31,476288,823,33,27,12,4,57,0,1,0,1,High
31,206660,808,30,19,10,2,44,1,1,0,0,High
45,463749,667,25,17,12,1,47,0,0,1,0,Medium
42,400702,799,25,24,24,1,47,1,0,1,1,High
32,281953,389,16,6,13,4,31,1,0,0,0,Low
48,98582,371,7,10,4,4,17,1,1,0,0,Low
37,222815,732,23,10,10,2,38,1,1,0,1,High
47,467734,647,27,19,11,10,54,0,0,1,1,Medium
51,173775,562,14,11,12,3,36,1,1,0,0,Medium
37,79456,570,12,6,13,1,25,0,0,0,0,Low
28,85491,808,17,8,11,3,29,1,0,1,1,Medium
37,300187,807,29,22,15,5,41,0,1,0,1,High
56,395356,719,12,18,18,1,54,1,1,0,0,High
37,270003,371,15,6,4,5,29,0,0,1,0,Low
61,360484,373,24,13,5,1,26,0,0,1,1,Medium
33,171248,802,20,14,9,5,42,1,1,1,1,High
56,427152,445,20,16,11,4,40,0,1,1,0,Medium
42,61174,345,6,4,9,2,12,1,0,1,1,Low
64,374776,404,20,8,13,1,45,0,0,0,1,Medium
57,380912,408,22,17,5,1,46,1,1,1,0,Medium
69,417919,616,21,14,13,5,44,0,0,1,1,Medium
38,138177,420,9,7,7,2,25,0,0,0,1,Low
53,55909,798,11,8,12,5,32,0,1,0,1,Medium
62,74158,342,12,5,1,3,17,0,0,0,1,Low
27,169438,398,9,5,5,2,29,1,0,0,0,Low
45,246197,610,22,15,13,3,38,1,1,0,0,Medium
48,215409,513,18,7,9,5,26,0,1,0,0,Low
41,416440,762,31,13,20,2,51,0,1,0,1,High
46,351475,722,19,16,9,3,47,1,0,0,0,Medium
23,291484,688,21,24,18,3,49,0,1,0,0,Medium
30,273990,411,15,9,9,3,39,0,0,1,0,Low
49,485413,571,24,23,12,5,49,0,0,0,1,Low
59,233114,401,15,9,8,2,35,0,0,1,1,Low
24,474140,509,24,12,14,5,48,0,1,1,1,Medium
41,452058,321,16,20,12,3,49,0,1,1,1,Medium
27,178530,458,12,10,7,2,30,0,1,0,0,Medium
60,117367,642,12,9,8,2,28,0,1,1,0,Low
54,357526,699,25,12,9,2,51,0,1,0,0,Medium
22,104319,753,10,16,2,4,30,1,0,1,0,Low
58,303314,442,22,10,4,2,27,0,0,0,1,Low
27,149952,696,10,8,9,0,30,0,0,1,1,Low
66,110145,835,21,12,9,3,33,0,1,0,1,Medium
55,292139,440,23,11,10,2,27,0,1,1,0,Medium
68,397770,539,20,14,10,5,41,1,1,0,1,Medium
36,468158,591,16,11,10,3,45,1,1,0,1,Medium
66,249643,381,6,10,8,0,25,0,0,1,1,Medium
47,308352,470,17,12,11,1,32,1,0,0,0,Medium
35,196250,825,17,17,8,6,39,1,0,1,1,High
28,240244,841,22,23,17,5,42,0,1,1,0,High
67,170111,409,12,5,7,0,25,0,1,0,1,Medium
52,44990,511,9,5,3,3,16,0,0,0,1,Low
45,167513,737,20,13,11,3,44,1,1,0,0,Medium
52,497437,621,33,14,13,6,45,1,0,0,1,Medium
50,159327,383,10,6,7,1,23,0,1,1,0,Medium
63,371458,675,17,17,11,6,47,1,0,1,0,Medium
53,469175,352,12,12,12,0,54,0,1,0,0,Low
38,319006,795,30,15,9,0,49,0,1,0,1,High
35,450489,555,28,25,10,2,55,1,1,1,0,High
